question_id:ID(Question),text
Q04622,What is (are) Familial avascular necrosis of the femoral head ?
Q04623,What are the symptoms of Familial avascular necrosis of the femoral head ?
Q04624,What are the symptoms of Melanoma astrocytoma syndrome ?
Q04625,What is (are) Mastocytic enterocolitis ?
Q04626,What are the symptoms of Mastocytic enterocolitis ?
Q04627,How to diagnose Mastocytic enterocolitis ?
Q04628,What are the treatments for Mastocytic enterocolitis ?
Q04629,"What is (are) Usher syndrome, type 1E ?"
Q04630,"What are the symptoms of Usher syndrome, type 1E ?"
Q04631,"Is Usher syndrome, type 1E inherited ?"
Q04632,"What are the symptoms of Maturity-onset diabetes of the young, type 1 ?"
Q04633,What are the symptoms of Stomatocytosis I ?
Q04634,What is (are) Autoimmune gastrointestinal dysmotility ?
Q04635,What are the symptoms of Fingerprint body myopathy ?
Q04636,What are the symptoms of Hypertrichosis congenital generalized X-linked ?
Q04637,What is (are) Familial esophageal achalasia ?
Q04638,What are the symptoms of Familial esophageal achalasia ?
Q04639,What are the symptoms of Martinez Monasterio Pinheiro syndrome ?
Q04640,What is (are) Catecholaminergic polymorphic ventricular tachycardia ?
Q04641,What are the symptoms of Catecholaminergic polymorphic ventricular tachycardia ?
Q04642,What are the treatments for Catecholaminergic polymorphic ventricular tachycardia ?
Q04643,What are the symptoms of Ablepharon macrostomia syndrome ?
Q04644,What is (are) Sacrococcygeal Teratoma ?
Q04645,What are the treatments for Sacrococcygeal Teratoma ?
Q04646,What is (are) Lucey-Driscoll syndrome ?
Q04647,What are the symptoms of Lucey-Driscoll syndrome ?
Q04648,What causes Lucey-Driscoll syndrome ?
Q04649,What is (are) Acute intermittent porphyria ?
Q04650,What are the symptoms of Acute intermittent porphyria ?
Q04651,What causes Acute intermittent porphyria ?
Q04652,Is Acute intermittent porphyria inherited ?
Q04653,How to diagnose Acute intermittent porphyria ?
Q04654,What are the treatments for Acute intermittent porphyria ?
Q04655,What are the symptoms of Summitt syndrome ?
Q04656,What are the symptoms of Fucosidosis type 1 ?
Q04657,What are the symptoms of Richieri Costa Da Silva syndrome ?
Q04658,What is (are) Nonbullous congenital ichthyosiform erythroderma ?
Q04659,What are the symptoms of Nonbullous congenital ichthyosiform erythroderma ?
Q04660,What are the treatments for Nonbullous congenital ichthyosiform erythroderma ?
Q04661,What is (are) Fanconi Bickel syndrome ?
Q04662,What are the symptoms of Fanconi Bickel syndrome ?
Q04663,What are the treatments for Fanconi Bickel syndrome ?
Q04664,What is (are) Juvenile primary lateral sclerosis ?
Q04665,What are the symptoms of Juvenile primary lateral sclerosis ?
Q04666,What causes Juvenile primary lateral sclerosis ?
Q04667,Is Juvenile primary lateral sclerosis inherited ?
Q04668,What is (are) Trichorhinophalangeal syndrome type 3 ?
Q04669,What are the symptoms of Trichorhinophalangeal syndrome type 3 ?
Q04670,What are the symptoms of Infantile myofibromatosis ?
Q04671,What are the symptoms of Striatonigral degeneration infantile ?
Q04672,What are the symptoms of Congenital generalized lipodystrophy type 1 ?
Q04673,What is (are) Benign schwannoma ?
Q04674,What are the symptoms of Benign schwannoma ?
Q04675,What causes Benign schwannoma ?
Q04676,Is Benign schwannoma inherited ?
Q04677,How to diagnose Benign schwannoma ?
Q04678,What are the treatments for Benign schwannoma ?
Q04679,What are the symptoms of Juberg Marsidi syndrome ?
Q04680,What is (are) Mevalonic aciduria ?
Q04681,What are the symptoms of Mevalonic aciduria ?
Q04682,What are the treatments for Mevalonic aciduria ?
Q04683,What is (are) Marshall-Smith syndrome ?
Q04684,What are the symptoms of Marshall-Smith syndrome ?
Q04685,"What are the symptoms of Epidermolysis bullosa, late-onset localized junctional, with mental retardation ?"
Q04686,What are the symptoms of Anterior polar cataract 2 ?
Q04687,What are the symptoms of Brachydactyly Mononen type ?
Q04688,What is (are) Hereditary sensory neuropathy type IE ?
Q04689,What are the symptoms of Hereditary sensory neuropathy type IE ?
Q04690,Is Hereditary sensory neuropathy type IE inherited ?
Q04691,What are the treatments for Hereditary sensory neuropathy type IE ?
Q04692,What are the symptoms of Orofaciodigital syndrome 8 ?
Q04693,What are the symptoms of Insulinoma ?
Q04694,What is (are) Farber's disease ?
Q04695,What are the symptoms of Farber's disease ?
Q04696,What is (are) Singleton Merten syndrome ?
Q04697,What are the symptoms of Singleton Merten syndrome ?
Q04698,How to diagnose Singleton Merten syndrome ?
Q04699,What are the treatments for Singleton Merten syndrome ?
Q04700,What are the symptoms of Thyroid hormone plasma membrane transport defect ?
Q04701,What is (are) 22q13.3 deletion syndrome ?
Q04702,What are the symptoms of 22q13.3 deletion syndrome ?
Q04703,What are the symptoms of Cerebral sclerosis similar to Pelizaeus-Merzbacher disease ?
Q04704,What is (are) Glutamate formiminotransferase deficiency ?
Q04705,What are the symptoms of Glutamate formiminotransferase deficiency ?
Q04706,What is (are) Linear scleroderma ?
Q04707,What is (are) Isodicentric chromosome 15 syndrome ?
Q04708,What is (are) Tietz syndrome ?
Q04709,What are the symptoms of Tietz syndrome ?
Q04710,How to diagnose Tietz syndrome ?
Q04711,What is (are) Autosomal recessive pseudohypoaldosteronism type 1 ?
Q04712,What are the symptoms of Autosomal recessive pseudohypoaldosteronism type 1 ?
Q04713,What is (are) Idiopathic thrombocytopenic purpura ?
Q04714,What are the symptoms of Idiopathic thrombocytopenic purpura ?
Q04715,What are the symptoms of Wiedemann Oldigs Oppermann syndrome ?
Q04716,What are the symptoms of Spastic paraplegia 16 ?
Q04717,What is (are) Actinomycosis ?
Q04718,"What are the symptoms of Deafness, autosomal dominant nonsyndromic sensorineural 17 ?"
Q04719,What are the symptoms of Pseudoprogeria syndrome ?
Q04720,What are the symptoms of Alopecia-intellectual disability syndrome ?
Q04721,What is (are) Tumor necrosis factor receptor-associated periodic syndrome ?
Q04722,What are the symptoms of Tumor necrosis factor receptor-associated periodic syndrome ?
Q04723,What causes Tumor necrosis factor receptor-associated periodic syndrome ?
Q04724,Is Tumor necrosis factor receptor-associated periodic syndrome inherited ?
Q04725,What are the treatments for Tumor necrosis factor receptor-associated periodic syndrome ?
Q04726,What is (are) Stickler syndrome type 1 ?
Q04727,What are the symptoms of Stickler syndrome type 1 ?
Q04728,What are the symptoms of Zunich neuroectodermal syndrome ?
Q04729,What are the symptoms of Tubulointerstitial nephritis and uveitis ?
Q04730,What are the symptoms of Banki syndrome ?
Q04731,What are the symptoms of Severe congenital neutropenia X-linked ?
Q04732,What are the symptoms of Macrothrombocytopenia progressive deafness ?
Q04733,What is (are) Klinefelter syndrome ?
Q04734,What are the symptoms of Klinefelter syndrome ?
Q04735,What causes Klinefelter syndrome ?
Q04736,Is Klinefelter syndrome inherited ?
Q04737,How to diagnose Klinefelter syndrome ?
Q04738,What are the treatments for Klinefelter syndrome ?
Q04739,What is (are) Juvenile spondyloarthropathy ?
Q04740,What is (are) Borjeson-Forssman-Lehmann syndrome ?
Q04741,What are the symptoms of Borjeson-Forssman-Lehmann syndrome ?
Q04742,What is (are) Lactate dehydrogenase deficiency ?
Q04743,What are the symptoms of Dermatoleukodystrophy ?
Q04744,What are the symptoms of Progressive familial heart block type 1A ?
Q04745,What are the symptoms of Bardet-Biedl syndrome 10 ?
Q04746,What are the symptoms of Sulfite oxidase deficiency ?
Q04747,What is (are) Sideroblastic anemia pyridoxine-refractory autosomal recessive ?
Q04748,What are the symptoms of Sideroblastic anemia pyridoxine-refractory autosomal recessive ?
Q04749,What causes Sideroblastic anemia pyridoxine-refractory autosomal recessive ?
Q04750,What are the treatments for Sideroblastic anemia pyridoxine-refractory autosomal recessive ?
Q04751,"What are the symptoms of Agammaglobulinemia, non-Bruton type ?"
Q04752,What is (are) Majeed syndrome ?
Q04753,What are the symptoms of Majeed syndrome ?
Q04754,What causes Majeed syndrome ?
Q04755,Is Majeed syndrome inherited ?
Q04756,What are the treatments for Majeed syndrome ?
Q04757,What are the symptoms of Hairy palms and soles ?
Q04758,What is (are) Dextrocardia with situs inversus ?
Q04759,What causes Dextrocardia with situs inversus ?
Q04760,Is Dextrocardia with situs inversus inherited ?
Q04761,How to diagnose Dextrocardia with situs inversus ?
Q04762,What are the treatments for Dextrocardia with situs inversus ?
Q04763,What are the symptoms of Chudley Rozdilsky syndrome ?
Q04764,What is (are) Tracheobronchopathia osteoplastica ?
Q04765,What are the symptoms of Tracheobronchopathia osteoplastica ?
Q04766,What causes Tracheobronchopathia osteoplastica ?
Q04767,Is Tracheobronchopathia osteoplastica inherited ?
Q04768,How to diagnose Tracheobronchopathia osteoplastica ?
Q04769,What are the treatments for Tracheobronchopathia osteoplastica ?
Q04770,What are the symptoms of Carney triad ?
Q04771,What are the symptoms of Woodhouse Sakati syndrome ?
Q04772,"What are the symptoms of Hypercholesterolemia, autosomal dominant ?"
Q04773,What is (are) Keratoconus ?
Q04774,What are the symptoms of Keratoconus ?
Q04775,What are the treatments for Keratoconus ?
Q04776,What are the symptoms of Spinocerebellar ataxia 26 ?
Q04777,What is (are) Acute alcohol sensitivity ?
Q04778,What are the symptoms of Acute alcohol sensitivity ?
Q04779,What are the symptoms of RHYNS syndrome ?
Q04780,What are the symptoms of Multiple pterygium syndrome X-linked ?
Q04781,What are the symptoms of Deafness conductive ptosis skeletal anomalies ?
Q04782,What is (are) Dopa-responsive dystonia ?
Q04783,What are the symptoms of Dopa-responsive dystonia ?
Q04784,Is Dopa-responsive dystonia inherited ?
Q04785,How to diagnose Dopa-responsive dystonia ?
Q04786,What is (are) Juvenile amyotrophic lateral sclerosis ?
Q04787,What are the symptoms of Juvenile amyotrophic lateral sclerosis ?
Q04788,What causes Juvenile amyotrophic lateral sclerosis ?
Q04789,What are the treatments for Juvenile amyotrophic lateral sclerosis ?
Q04790,What are the symptoms of Amaurosis congenita cone-rod type with congenital hypertrichosis ?
Q04791,What are the symptoms of Spinocerebellar degeneration and corneal dystrophy ?
Q04792,"What is (are) Usher syndrome, type 1B ?"
Q04793,"What are the symptoms of Usher syndrome, type 1B ?"
Q04794,"Is Usher syndrome, type 1B inherited ?"
Q04795,What is (are) 15q11.2 microdeletion ?
Q04796,What are the symptoms of 15q11.2 microdeletion ?
Q04797,What causes 15q11.2 microdeletion ?
Q04798,What is (are) Noonan syndrome 1 ?
Q04799,What are the symptoms of Noonan syndrome 1 ?
Q04800,What are the treatments for Noonan syndrome 1 ?
Q04801,What are the symptoms of Autosomal recessive nonsyndromic congenital nuclear cataract ?
Q04802,What are the symptoms of Aniridia absent patella ?
Q04803,What is (are) Ehlers-Danlos syndrome ?
Q04804,What are the symptoms of Ehlers-Danlos syndrome ?
Q04805,What causes Ehlers-Danlos syndrome ?
Q04806,Is Ehlers-Danlos syndrome inherited ?
Q04807,How to diagnose Ehlers-Danlos syndrome ?
Q04808,What are the treatments for Ehlers-Danlos syndrome ?
Q04809,What is (are) Adult-onset vitelliform macular dystrophy ?
Q04810,What are the symptoms of Adult-onset vitelliform macular dystrophy ?
Q04811,What causes Adult-onset vitelliform macular dystrophy ?
Q04812,Is Adult-onset vitelliform macular dystrophy inherited ?
Q04813,What are the treatments for Adult-onset vitelliform macular dystrophy ?
Q04814,What is (are) Granuloma annulare ?
Q04815,What are the symptoms of Granuloma annulare ?
Q04816,What causes Granuloma annulare ?
Q04817,What are the treatments for Granuloma annulare ?
Q04818,What is (are) Buschke Ollendorff syndrome ?
Q04819,What are the symptoms of Buschke Ollendorff syndrome ?
Q04820,Is Buschke Ollendorff syndrome inherited ?
Q04821,How to diagnose Buschke Ollendorff syndrome ?
Q04822,What are the treatments for Buschke Ollendorff syndrome ?
Q04823,What are the symptoms of Dysequilibrium syndrome ?
Q04824,What are the symptoms of Diffuse panbronchiolitis ?
Q04825,What is (are) Non-involuting congenital hemangioma ?
Q04826,How to diagnose Non-involuting congenital hemangioma ?
Q04827,What are the treatments for Non-involuting congenital hemangioma ?
Q04828,What are the symptoms of Pili torti onychodysplasia ?
Q04829,What is (are) Werner's syndrome ?
Q04830,What are the symptoms of Werner's syndrome ?
Q04831,What is (are) Giant congenital nevus ?
Q04832,What are the symptoms of Giant congenital nevus ?
Q04833,What are the treatments for Giant congenital nevus ?
Q04834,What is (are) Fetal and neonatal alloimmune thrombocytopenia ?
Q04835,What are the treatments for Fetal and neonatal alloimmune thrombocytopenia ?
Q04836,What is (are) Maffucci syndrome ?
Q04837,What are the symptoms of Maffucci syndrome ?
Q04838,What are the treatments for Maffucci syndrome ?
Q04839,What are the symptoms of Van Den Bosch syndrome ?
Q04840,What are the symptoms of Spondyloepimetaphyseal dysplasia with multiple dislocations ?
Q04841,What are the symptoms of Hyperlipoproteinemia type 5 ?
Q04842,What is (are) Pterygium of the conjunctiva and cornea ?
Q04843,What are the symptoms of Pterygium of the conjunctiva and cornea ?
Q04844,What is (are) Behr syndrome ?
Q04845,What are the symptoms of Behr syndrome ?
Q04846,What causes Behr syndrome ?
Q04847,What are the treatments for Behr syndrome ?
Q04848,What are the symptoms of Kaufman oculocerebrofacial syndrome ?
Q04849,What is (are) Tubular aggregate myopathy ?
Q04850,What are the symptoms of Tubular aggregate myopathy ?
Q04851,What causes Tubular aggregate myopathy ?
Q04852,Is Tubular aggregate myopathy inherited ?
Q04853,What are the treatments for Tubular aggregate myopathy ?
Q04854,"What is (are) Ehlers-Danlos syndrome, dermatosparaxis type ?"
Q04855,"What are the symptoms of Ehlers-Danlos syndrome, dermatosparaxis type ?"
Q04856,"What causes Ehlers-Danlos syndrome, dermatosparaxis type ?"
Q04857,"Is Ehlers-Danlos syndrome, dermatosparaxis type inherited ?"
Q04858,"How to diagnose Ehlers-Danlos syndrome, dermatosparaxis type ?"
Q04859,"What are the treatments for Ehlers-Danlos syndrome, dermatosparaxis type ?"
Q04860,What are the symptoms of Microphthalmia syndromic 7 ?
Q04861,What is (are) Growth hormone deficiency ?
Q04862,What are the symptoms of Arthrogryposis like disorder ?
Q04863,What are the symptoms of Martsolf syndrome ?
Q04864,What is (are) Spondylospinal thoracic dysostosis ?
Q04865,What are the symptoms of Spondylospinal thoracic dysostosis ?
Q04866,What are the symptoms of Nievergelt syndrome ?
Q04867,What is (are) Mucopolysaccharidosis type IIIC ?
Q04868,What are the symptoms of Mucopolysaccharidosis type IIIC ?
Q04869,What are the symptoms of Vitreoretinochoroidopathy dominant ?
Q04870,What are the symptoms of Spondyloepiphyseal dysplasia ?
Q04871,What is (are) Thanatophoric dysplasia ?
Q04872,What are the symptoms of Thanatophoric dysplasia ?
Q04873,What causes Thanatophoric dysplasia ?
Q04874,Is Thanatophoric dysplasia inherited ?
Q04875,"What is (are) Hemolytic uremic syndrome, atypical, childhood ?"
Q04876,What is (are) Bednar tumor ?
Q04877,What is (are) Juvenile osteoporosis ?
Q04878,What are the symptoms of Juvenile osteoporosis ?
Q04879,What is (are) Hydrocephalus due to congenital stenosis of aqueduct of sylvius ?
