disease_id:ID(Disease),name
D01846,autosomal dominant inheritance - cutaneous syndactyly of toes - distal arthrogryposis - dysphagia - facial asymmetry - feeding difficulties
D01847,autosomal dominant inheritance - cystic angiomatosis of bone - the human phenotype ontology (hpo
D01848,autosomal dominant inheritance - dacrocystitis - osteopoikilosis - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01849,autosomal dominant inheritance - decreased circulating renin level - hypokalemic alkalosis
D01850,autosomal dominant inheritance - decreased fetal movement - flared metaphysis - heterotopia - hypoplastic ilia - intellectual disability
D01851,autosomal dominant inheritance - decreased motor nerve conduction velocity - difficulty running - distal muscle weakness
D01852,autosomal dominant inheritance - decreased motor nerve conduction velocity - distal amyotrophy
D01853,autosomal dominant inheritance - decreased subcutaneous fat - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01854,autosomal dominant inheritance - decreased testosterone
D01855,autosomal dominant inheritance - dehydration - hyperglycemia - intrauterine growth retardation
D01856,autosomal dominant inheritance - dens
D01857,autosomal dominant inheritance - dermatographic urticaria
D01858,autosomal dominant inheritance - diabetes mellitus
D01859,autosomal dominant inheritance - diabetes mellitus - failure to thrive - glycosuria - hyperglycemia
D01860,autosomal dominant inheritance - diabetes mellitus - hyperinsulinemic hypoglycemia - hypoglycemic coma - hypoglycemic seizures - intellectual disability
D01861,autosomal dominant inheritance - diaphyseal cortical sclerosis
D01862,autosomal dominant inheritance - diastema - hypoplasia of the radius - hypospadias - nonopposable triphalangeal thumb - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01863,autosomal dominant inheritance - diffuse palmoplantar keratoderma
D01864,autosomal dominant inheritance - disproportionate tall stature - high palate - mitral regurgitation
D01865,autosomal dominant inheritance - dolichocephaly - trigonocephaly - variable expressivity - the human phenotype ontology (hpo
D01866,autosomal dominant inheritance - duane anomaly
D01867,autosomal dominant inheritance - duodenal ulcer
D01868,autosomal dominant inheritance - dysarthria - hand tremor
D01869,autosomal dominant inheritance - dyschromatopsia - foveal hyperpigmentation - macular dystrophy
D01870,autosomal dominant inheritance - dysphagia - hyporeflexia - inflammatory myopathy
D01871,autosomal dominant inheritance - dysphagia - microcephaly - stridor - vocal cord paralysis
D01872,autosomal dominant inheritance - dysphagia - odontoma - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01873,autosomal dominant inheritance - eclampsia - edema - elevated hepatic transaminases - hypertension - intrauterine growth retardation
D01874,autosomal dominant inheritance - ectopia pupillae - the human phenotype ontology (hpo
D01875,autosomal dominant inheritance - edema - hypermelanotic macule - neoplasm - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01876,autosomal dominant inheritance - eeg abnormality
D01877,autosomal dominant inheritance - elbow hypertrichosis - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01878,autosomal dominant inheritance - elevated pulmonary artery pressure - pulmonary edema
D01879,autosomal dominant inheritance - emg abnormality
D01880,autosomal dominant inheritance - epiphyseal dysplasia - flattened epiphysis - irregular epiphyses - knee osteoarthritis
D01881,autosomal dominant inheritance - episodic flaccid weakness
D01882,autosomal dominant inheritance - erythema - erythema nodosum
D01883,autosomal dominant inheritance - erythema - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01884,autosomal dominant inheritance - erythrocyte macrocytosis - macrocytic anemia
D01885,autosomal dominant inheritance - erythroderma - palmoplantar hyperkeratosis - scaling skin - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01886,autosomal dominant inheritance - euthyroid hyperthyroxinemia - goiter - the human phenotype ontology (hpo
D01887,autosomal dominant inheritance - exercise-induced hemolysis
D01888,autosomal dominant inheritance - exostoses - growth abnormality - osteoarthritis - osteochondrosis dissecans - short stature - waddling gait - the human phenotype ontology (hpo
D01889,autosomal dominant inheritance - facial asymmetry - torticollis - the human phenotype ontology (hpo
D01890,autosomal dominant inheritance - febrile seizures
D01891,autosomal dominant inheritance - feeding difficulties - handgrip myotonia - infantile onset - inspiratory stridor - muscle stiffness - muscle weakness
D01892,autosomal dominant inheritance - fibrosarcoma - the human phenotype ontology (hpo
D01893,autosomal dominant inheritance - fibular hypoplasia - hypoplasia of the ulna - neonatal short-limb short stature - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01894,autosomal dominant inheritance - flared metaphysis - hypoplasia of the maxilla - metaphyseal dysplasia - multiple small vertebral fractures - osteoporosis of vertebrae - platyspondyly - premature loss of teeth - short 5th metacarpal - short middle phalanx of the 2nd finger - short middle phalanx of the 5th finger - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01895,autosomal dominant inheritance - flat occiput - hypoplasia of midface - lambdoidal craniosynostosis
D01896,autosomal dominant inheritance - flexion contracture - nail dysplasia - nail dystrophy - parakeratosis - pruritus - subungual hyperkeratosis
D01897,autosomal dominant inheritance - foot dorsiflexor weakness
D01898,autosomal dominant inheritance - genu valgum - the human phenotype ontology (hpo
D01899,autosomal dominant inheritance - gingival fibromatosis
D01900,autosomal dominant inheritance - gingival fibromatosis - progressive sensorineural hearing impairment
D01901,autosomal dominant inheritance - glandular hypospadias
D01902,autosomal dominant inheritance - glycosuria - hypokalemia - hypophosphatemia - lacticaciduria - muscle weakness - osteomalacia - proteinuria - renal insufficiency - renal tubular dysfunction
D01903,autosomal dominant inheritance - gout - juvenile onset - nephropathy
D01904,autosomal dominant inheritance - growth delay - milia - nail dysplasia - nail dystrophy
D01905,autosomal dominant inheritance - hearing impairment
D01906,autosomal dominant inheritance - hemangioma - hyperkalemia - microangiopathic hemolytic anemia
D01907,autosomal dominant inheritance - hematuria - nonprogressive - thin glomerular basement membrane - the human phenotype ontology (hpo
D01908,autosomal dominant inheritance - hemolytic anemia
D01909,autosomal dominant inheritance - hepatocellular carcinoma - micronodular cirrhosis - somatic mutation - subacute progressive viral hepatitis - the human phenotype ontology (hpo
D01910,autosomal dominant inheritance - heterogeneous - motor axonal neuropathy - nail dysplasia - nail dystrophy - sensory axonal neuropathy
D01911,autosomal dominant inheritance - heterogeneous - sudden cardiac death - ventricular arrhythmia
D01912,autosomal dominant inheritance - hiatus hernia - multiple lentigines - peptic ulcer - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01913,autosomal dominant inheritance - high-frequency hearing impairment
D01914,autosomal dominant inheritance - hoarse voice - joint stiffness - nevus - osteopoikilosis - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01915,autosomal dominant inheritance - horizontal jerk nystagmus
D01916,autosomal dominant inheritance - hyperchloremic acidosis
D01917,autosomal dominant inheritance - hyperchylomicronemia - hypoalphalipoproteinemia - hypobetalipoproteinemia - increased circulating very-low-density lipoprotein cholesterol
D01918,autosomal dominant inheritance - hypermelanotic macule - the human phenotype ontology (hpo
D01919,autosomal dominant inheritance - hypersegmentation of proximal phalanx of second finger - hypersegmentation of proximal phalanx of third finger - madelung deformity - polydactyly - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01920,autosomal dominant inheritance - hypoalphalipoproteinemia - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01921,autosomal dominant inheritance - hypodontia - palmoplantar hyperhidrosis
D01922,autosomal dominant inheritance - hypodontia - pulp stones - the human phenotype ontology (hpo
D01923,autosomal dominant inheritance - hypogonadotrophic hypogonadism
D01924,autosomal dominant inheritance - hypoplasia of lymphatic vessels - predominantly lower limb lymphedema - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01925,autosomal dominant inheritance - hypoplasia of midface - malar flattening - nail dysplasia - prominent forehead - relative macrocephaly - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01926,autosomal dominant inheritance - hypoplasia of the radius - mesomelic short stature - neonatal short-limb short stature - pseudoarthrosis - short tibia - the human phenotype ontology (hpo
D01927,autosomal dominant inheritance - hypospadias - increased number of teeth - juvenile cataract - microdontia - oligodontia - pili canaliculi - rod-cone dystrophy
D01928,autosomal dominant inheritance - hypotrichosis - pili torti - sparse body hair - sparse eyebrow - sparse eyelashes - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01929,autosomal dominant inheritance - ichthyosis - the human phenotype ontology (hpo
D01930,autosomal dominant inheritance - increased ige level - localized epidermolytic hyperkeratosis - palmoplantar hyperkeratosis - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D01931,autosomal dominant inheritance - infantile onset - torsion dystonia
D01932,autosomal dominant inheritance - infertility - low back pain
D01933,autosomal dominant inheritance - inguinal freckling - overgrowth - sporadic - the human phenotype ontology (hpo
D01934,autosomal dominant inheritance - intellectual disability - type a1 brachydactyly - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
