:START_ID(Question),:END_ID(Chemical),:TYPE
Q02485,C01085,QUESTION_HAS_CHEMICAL
Q02485,C00750,QUESTION_HAS_CHEMICAL
Q02488,C02100,QUESTION_HAS_CHEMICAL
Q02492,C00564,QUESTION_HAS_CHEMICAL
Q02494,C00518,QUESTION_HAS_CHEMICAL
Q02494,C00680,QUESTION_HAS_CHEMICAL
Q02494,C01548,QUESTION_HAS_CHEMICAL
Q02494,C02001,QUESTION_HAS_CHEMICAL
Q02494,C02133,QUESTION_HAS_CHEMICAL
Q02494,C00247,QUESTION_HAS_CHEMICAL
Q02507,C00352,QUESTION_HAS_CHEMICAL
Q02508,C00353,QUESTION_HAS_CHEMICAL
Q02510,C01085,QUESTION_HAS_CHEMICAL
Q02522,C01614,QUESTION_HAS_CHEMICAL
Q02522,C01745,QUESTION_HAS_CHEMICAL
Q02531,C00485,QUESTION_HAS_CHEMICAL
Q02532,C00066,QUESTION_HAS_CHEMICAL
Q02532,C00065,QUESTION_HAS_CHEMICAL
Q02543,C01536,QUESTION_HAS_CHEMICAL
Q02550,C00432,QUESTION_HAS_CHEMICAL
Q02551,C01112,QUESTION_HAS_CHEMICAL
Q02552,C02028,QUESTION_HAS_CHEMICAL
Q02552,C02131,QUESTION_HAS_CHEMICAL
Q02552,C01295,QUESTION_HAS_CHEMICAL
Q02554,C00033,QUESTION_HAS_CHEMICAL
Q02554,C00432,QUESTION_HAS_CHEMICAL
Q02556,C01727,QUESTION_HAS_CHEMICAL
Q02559,C01614,QUESTION_HAS_CHEMICAL
Q02559,C00279,QUESTION_HAS_CHEMICAL
Q02559,C01903,QUESTION_HAS_CHEMICAL
Q02559,C00079,QUESTION_HAS_CHEMICAL
Q02559,C00101,QUESTION_HAS_CHEMICAL
Q02559,C01036,QUESTION_HAS_CHEMICAL
Q02568,C01508,QUESTION_HAS_CHEMICAL
Q02568,C02235,QUESTION_HAS_CHEMICAL
Q02568,C02017,QUESTION_HAS_CHEMICAL
Q02568,C00968,QUESTION_HAS_CHEMICAL
Q02571,C01041,QUESTION_HAS_CHEMICAL
Q02579,C01423,QUESTION_HAS_CHEMICAL
Q02580,C00913,QUESTION_HAS_CHEMICAL
Q02584,C00391,QUESTION_HAS_CHEMICAL
Q02585,C01028,QUESTION_HAS_CHEMICAL
Q02585,C00797,QUESTION_HAS_CHEMICAL
Q02590,C02110,QUESTION_HAS_CHEMICAL
Q02591,C01475,QUESTION_HAS_CHEMICAL
Q02592,C01475,QUESTION_HAS_CHEMICAL
Q02593,C01552,QUESTION_HAS_CHEMICAL
Q02593,C01558,QUESTION_HAS_CHEMICAL
Q02593,C02182,QUESTION_HAS_CHEMICAL
Q02593,C00391,QUESTION_HAS_CHEMICAL
Q02594,C02000,QUESTION_HAS_CHEMICAL
Q02594,C01661,QUESTION_HAS_CHEMICAL
Q02594,C00210,QUESTION_HAS_CHEMICAL
Q02595,C01054,QUESTION_HAS_CHEMICAL
Q02599,C00341,QUESTION_HAS_CHEMICAL
Q02599,C01614,QUESTION_HAS_CHEMICAL
Q02599,C00369,QUESTION_HAS_CHEMICAL
Q02599,C00290,QUESTION_HAS_CHEMICAL
Q02599,C01197,QUESTION_HAS_CHEMICAL
Q02599,C00279,QUESTION_HAS_CHEMICAL
Q02599,C01903,QUESTION_HAS_CHEMICAL
Q02599,C01036,QUESTION_HAS_CHEMICAL
Q02599,C00660,QUESTION_HAS_CHEMICAL
Q02599,C00300,QUESTION_HAS_CHEMICAL
Q02599,C01935,QUESTION_HAS_CHEMICAL
Q02599,C00382,QUESTION_HAS_CHEMICAL
Q02599,C01130,QUESTION_HAS_CHEMICAL
Q02599,C01276,QUESTION_HAS_CHEMICAL
Q02605,C01347,QUESTION_HAS_CHEMICAL
Q02608,C00391,QUESTION_HAS_CHEMICAL
Q02609,C00009,QUESTION_HAS_CHEMICAL
Q02611,C00387,QUESTION_HAS_CHEMICAL
Q02611,C02182,QUESTION_HAS_CHEMICAL
Q02611,C00094,QUESTION_HAS_CHEMICAL
Q02614,C00643,QUESTION_HAS_CHEMICAL
Q02614,C00912,QUESTION_HAS_CHEMICAL
Q02614,C00278,QUESTION_HAS_CHEMICAL
Q02615,C00643,QUESTION_HAS_CHEMICAL
Q02616,C00848,QUESTION_HAS_CHEMICAL
Q02618,C00848,QUESTION_HAS_CHEMICAL
Q02622,C00744,QUESTION_HAS_CHEMICAL
Q02622,C00255,QUESTION_HAS_CHEMICAL
Q02622,C02125,QUESTION_HAS_CHEMICAL
Q02622,C02124,QUESTION_HAS_CHEMICAL
Q02622,C01560,QUESTION_HAS_CHEMICAL
Q02622,C01287,QUESTION_HAS_CHEMICAL
Q02622,C02002,QUESTION_HAS_CHEMICAL
Q02629,C00334,QUESTION_HAS_CHEMICAL
Q02643,C01292,QUESTION_HAS_CHEMICAL
Q02643,C01286,QUESTION_HAS_CHEMICAL
Q02643,C00092,QUESTION_HAS_CHEMICAL
Q02644,C01457,QUESTION_HAS_CHEMICAL
Q02645,C00476,QUESTION_HAS_CHEMICAL
Q02645,C01005,QUESTION_HAS_CHEMICAL
Q02645,C00747,QUESTION_HAS_CHEMICAL
Q02645,C00315,QUESTION_HAS_CHEMICAL
Q02651,C01457,QUESTION_HAS_CHEMICAL
Q02657,C01423,QUESTION_HAS_CHEMICAL
Q02664,C00485,QUESTION_HAS_CHEMICAL
Q02668,C01644,QUESTION_HAS_CHEMICAL
Q02668,C01598,QUESTION_HAS_CHEMICAL
Q02674,C00901,QUESTION_HAS_CHEMICAL
Q02677,C01195,QUESTION_HAS_CHEMICAL
Q02678,C01015,QUESTION_HAS_CHEMICAL
Q02680,C02099,QUESTION_HAS_CHEMICAL
Q02680,C00194,QUESTION_HAS_CHEMICAL
Q02682,C01546,QUESTION_HAS_CHEMICAL
Q02682,C02099,QUESTION_HAS_CHEMICAL
Q02682,C01410,QUESTION_HAS_CHEMICAL
Q02683,C00564,QUESTION_HAS_CHEMICAL
Q02684,C00564,QUESTION_HAS_CHEMICAL
Q02685,C01998,QUESTION_HAS_CHEMICAL
Q02686,C01998,QUESTION_HAS_CHEMICAL
Q02687,C00135,QUESTION_HAS_CHEMICAL
Q02687,C00382,QUESTION_HAS_CHEMICAL
Q02692,C01423,QUESTION_HAS_CHEMICAL
Q02695,C02100,QUESTION_HAS_CHEMICAL
Q02696,C01690,QUESTION_HAS_CHEMICAL
Q02696,C00564,QUESTION_HAS_CHEMICAL
Q02703,C00901,QUESTION_HAS_CHEMICAL
Q02706,C01803,QUESTION_HAS_CHEMICAL
Q02706,C02004,QUESTION_HAS_CHEMICAL
Q02706,C00823,QUESTION_HAS_CHEMICAL
Q02706,C00680,QUESTION_HAS_CHEMICAL
Q02706,C00651,QUESTION_HAS_CHEMICAL
Q02706,C00330,QUESTION_HAS_CHEMICAL
Q02706,C01546,QUESTION_HAS_CHEMICAL
Q02706,C00193,QUESTION_HAS_CHEMICAL
Q02707,C00651,QUESTION_HAS_CHEMICAL
Q02717,C01686,QUESTION_HAS_CHEMICAL
Q02719,C00564,QUESTION_HAS_CHEMICAL
Q02721,C00564,QUESTION_HAS_CHEMICAL
Q02722,C01614,QUESTION_HAS_CHEMICAL
Q02722,C00613,QUESTION_HAS_CHEMICAL
Q02722,C00913,QUESTION_HAS_CHEMICAL
Q02722,C01897,QUESTION_HAS_CHEMICAL
Q02722,C01903,QUESTION_HAS_CHEMICAL
Q02722,C01467,QUESTION_HAS_CHEMICAL
Q02722,C01039,QUESTION_HAS_CHEMICAL
Q02722,C01522,QUESTION_HAS_CHEMICAL
Q02722,C00579,QUESTION_HAS_CHEMICAL
Q02733,C00391,QUESTION_HAS_CHEMICAL
Q02734,C00354,QUESTION_HAS_CHEMICAL
Q02741,C01430,QUESTION_HAS_CHEMICAL
Q02741,C02159,QUESTION_HAS_CHEMICAL
Q02741,C00249,QUESTION_HAS_CHEMICAL
Q02741,C01136,QUESTION_HAS_CHEMICAL
Q02741,C00418,QUESTION_HAS_CHEMICAL
Q02741,C02052,QUESTION_HAS_CHEMICAL
Q02741,C01468,QUESTION_HAS_CHEMICAL
Q02741,C01548,QUESTION_HAS_CHEMICAL
Q02741,C00522,QUESTION_HAS_CHEMICAL
Q02741,C00852,QUESTION_HAS_CHEMICAL
Q02741,C02134,QUESTION_HAS_CHEMICAL
Q02741,C00918,QUESTION_HAS_CHEMICAL
Q02741,C00207,QUESTION_HAS_CHEMICAL
Q02741,C00304,QUESTION_HAS_CHEMICAL
Q02747,C01075,QUESTION_HAS_CHEMICAL
Q02749,C01075,QUESTION_HAS_CHEMICAL
Q02749,C01536,QUESTION_HAS_CHEMICAL
Q02750,C01075,QUESTION_HAS_CHEMICAL
Q02754,C02217,QUESTION_HAS_CHEMICAL
Q02755,C01661,QUESTION_HAS_CHEMICAL
Q02760,C00094,QUESTION_HAS_CHEMICAL
Q02760,C01639,QUESTION_HAS_CHEMICAL
Q02760,C01094,QUESTION_HAS_CHEMICAL
Q02760,C00760,QUESTION_HAS_CHEMICAL
Q02766,C00735,QUESTION_HAS_CHEMICAL
Q02766,C02059,QUESTION_HAS_CHEMICAL
Q02771,C00143,QUESTION_HAS_CHEMICAL
Q02772,C01603,QUESTION_HAS_CHEMICAL
Q02772,C00810,QUESTION_HAS_CHEMICAL
Q02772,C00847,QUESTION_HAS_CHEMICAL
Q02772,C01845,QUESTION_HAS_CHEMICAL
Q02776,C01097,QUESTION_HAS_CHEMICAL
Q02776,C00808,QUESTION_HAS_CHEMICAL
Q02778,C00927,QUESTION_HAS_CHEMICAL
Q02778,C00926,QUESTION_HAS_CHEMICAL
Q02779,C00927,QUESTION_HAS_CHEMICAL
Q02779,C00930,QUESTION_HAS_CHEMICAL
Q02787,C01861,QUESTION_HAS_CHEMICAL
Q02787,C01991,QUESTION_HAS_CHEMICAL
Q02787,C01949,QUESTION_HAS_CHEMICAL
Q02789,C00402,QUESTION_HAS_CHEMICAL
Q02801,C01475,QUESTION_HAS_CHEMICAL
Q02804,C02011,QUESTION_HAS_CHEMICAL
Q02804,C02217,QUESTION_HAS_CHEMICAL
Q02807,C02154,QUESTION_HAS_CHEMICAL
Q02812,C01501,QUESTION_HAS_CHEMICAL
Q02814,C00551,QUESTION_HAS_CHEMICAL
Q02824,C00279,QUESTION_HAS_CHEMICAL
Q02825,C00549,QUESTION_HAS_CHEMICAL
Q02836,C01128,QUESTION_HAS_CHEMICAL
Q02836,C01918,QUESTION_HAS_CHEMICAL
Q02837,C01918,QUESTION_HAS_CHEMICAL
Q02848,C00547,QUESTION_HAS_CHEMICAL
Q02849,C00547,QUESTION_HAS_CHEMICAL
Q02850,C00547,QUESTION_HAS_CHEMICAL
Q02852,C00547,QUESTION_HAS_CHEMICAL
Q02853,C00397,QUESTION_HAS_CHEMICAL
Q02853,C00395,QUESTION_HAS_CHEMICAL
Q02853,C00398,QUESTION_HAS_CHEMICAL
Q02854,C01842,QUESTION_HAS_CHEMICAL
Q02858,C00442,QUESTION_HAS_CHEMICAL
Q02864,C00391,QUESTION_HAS_CHEMICAL
Q02866,C02061,QUESTION_HAS_CHEMICAL
Q02867,C01437,QUESTION_HAS_CHEMICAL
Q02872,C01350,QUESTION_HAS_CHEMICAL
Q02874,C01598,QUESTION_HAS_CHEMICAL
Q02874,C00148,QUESTION_HAS_CHEMICAL
Q02874,C00473,QUESTION_HAS_CHEMICAL
Q02882,C01772,QUESTION_HAS_CHEMICAL
Q02887,C01475,QUESTION_HAS_CHEMICAL
Q02887,C00512,QUESTION_HAS_CHEMICAL
Q02889,C00936,QUESTION_HAS_CHEMICAL
Q02889,C01416,QUESTION_HAS_CHEMICAL
Q02889,C00249,QUESTION_HAS_CHEMICAL
Q02889,C00391,QUESTION_HAS_CHEMICAL
Q02893,C00354,QUESTION_HAS_CHEMICAL
Q02900,C01239,QUESTION_HAS_CHEMICAL
Q02900,C01925,QUESTION_HAS_CHEMICAL
Q02901,C00423,QUESTION_HAS_CHEMICAL
Q02901,C01925,QUESTION_HAS_CHEMICAL
Q02902,C01009,QUESTION_HAS_CHEMICAL
Q02902,C01926,QUESTION_HAS_CHEMICAL
Q02902,C00901,QUESTION_HAS_CHEMICAL
Q02902,C01239,QUESTION_HAS_CHEMICAL
Q02902,C01485,QUESTION_HAS_CHEMICAL
Q02902,C01925,QUESTION_HAS_CHEMICAL
Q02903,C01925,QUESTION_HAS_CHEMICAL
Q02904,C00391,QUESTION_HAS_CHEMICAL
Q02909,C01128,QUESTION_HAS_CHEMICAL
Q02909,C02109,QUESTION_HAS_CHEMICAL
Q02909,C00565,QUESTION_HAS_CHEMICAL
Q02913,C00354,QUESTION_HAS_CHEMICAL
Q02916,C01950,QUESTION_HAS_CHEMICAL
Q02916,C01358,QUESTION_HAS_CHEMICAL
Q02916,C01287,QUESTION_HAS_CHEMICAL
Q02931,C01582,QUESTION_HAS_CHEMICAL
Q02933,C00718,QUESTION_HAS_CHEMICAL
Q02937,C01466,QUESTION_HAS_CHEMICAL
Q02937,C00809,QUESTION_HAS_CHEMICAL
Q02937,C01441,QUESTION_HAS_CHEMICAL
Q02937,C01903,QUESTION_HAS_CHEMICAL
Q02937,C00586,QUESTION_HAS_CHEMICAL
Q02937,C01442,QUESTION_HAS_CHEMICAL
Q02937,C01745,QUESTION_HAS_CHEMICAL
Q02949,C01475,QUESTION_HAS_CHEMICAL
Q02950,C01475,QUESTION_HAS_CHEMICAL
Q02950,C01513,QUESTION_HAS_CHEMICAL
Q02956,C00432,QUESTION_HAS_CHEMICAL
Q02956,C01115,QUESTION_HAS_CHEMICAL
Q02956,C00020,QUESTION_HAS_CHEMICAL
Q02957,C00432,QUESTION_HAS_CHEMICAL
Q02959,C01286,QUESTION_HAS_CHEMICAL
Q02963,C01121,QUESTION_HAS_CHEMICAL
Q02963,C00564,QUESTION_HAS_CHEMICAL
Q02963,C00919,QUESTION_HAS_CHEMICAL
Q02964,C01121,QUESTION_HAS_CHEMICAL
Q02964,C00564,QUESTION_HAS_CHEMICAL
Q02964,C00919,QUESTION_HAS_CHEMICAL
Q02967,C00564,QUESTION_HAS_CHEMICAL
Q02975,C00564,QUESTION_HAS_CHEMICAL
Q02983,C00888,QUESTION_HAS_CHEMICAL
Q02983,C00892,QUESTION_HAS_CHEMICAL
Q02986,C00662,QUESTION_HAS_CHEMICAL
Q02986,C00134,QUESTION_HAS_CHEMICAL
Q02986,C00279,QUESTION_HAS_CHEMICAL
Q02986,C00742,QUESTION_HAS_CHEMICAL
Q02986,C00418,QUESTION_HAS_CHEMICAL
Q02986,C00267,QUESTION_HAS_CHEMICAL
Q02986,C00852,QUESTION_HAS_CHEMICAL
Q02986,C00485,QUESTION_HAS_CHEMICAL
Q02988,C00956,QUESTION_HAS_CHEMICAL
Q02990,C00359,QUESTION_HAS_CHEMICAL
Q02992,C00089,QUESTION_HAS_CHEMICAL
Q02994,C00564,QUESTION_HAS_CHEMICAL
Q02995,C00418,QUESTION_HAS_CHEMICAL
Q03005,C00440,QUESTION_HAS_CHEMICAL
Q03008,C00406,QUESTION_HAS_CHEMICAL
Q03011,C01614,QUESTION_HAS_CHEMICAL
Q03011,C01903,QUESTION_HAS_CHEMICAL
Q03011,C00579,QUESTION_HAS_CHEMICAL
Q03011,C02060,QUESTION_HAS_CHEMICAL
Q03011,C01522,QUESTION_HAS_CHEMICAL
Q03012,C00432,QUESTION_HAS_CHEMICAL
Q03012,C00435,QUESTION_HAS_CHEMICAL
Q03013,C00435,QUESTION_HAS_CHEMICAL
Q03013,C01115,QUESTION_HAS_CHEMICAL
Q03013,C00564,QUESTION_HAS_CHEMICAL
Q03013,C00208,QUESTION_HAS_CHEMICAL
Q03014,C00435,QUESTION_HAS_CHEMICAL
Q03014,C00901,QUESTION_HAS_CHEMICAL
Q03015,C00435,QUESTION_HAS_CHEMICAL
Q03016,C00435,QUESTION_HAS_CHEMICAL
Q03017,C01122,QUESTION_HAS_CHEMICAL
Q03017,C00432,QUESTION_HAS_CHEMICAL
Q03017,C00435,QUESTION_HAS_CHEMICAL
Q03018,C00823,QUESTION_HAS_CHEMICAL
Q03018,C02217,QUESTION_HAS_CHEMICAL
Q03018,C02171,QUESTION_HAS_CHEMICAL
Q03018,C01085,QUESTION_HAS_CHEMICAL
Q03019,C00823,QUESTION_HAS_CHEMICAL
Q03019,C02172,QUESTION_HAS_CHEMICAL
Q03019,C02171,QUESTION_HAS_CHEMICAL
Q03019,C01085,QUESTION_HAS_CHEMICAL
Q03020,C00823,QUESTION_HAS_CHEMICAL
Q03020,C02217,QUESTION_HAS_CHEMICAL
Q03020,C02171,QUESTION_HAS_CHEMICAL
Q03020,C01085,QUESTION_HAS_CHEMICAL
Q03023,C01419,QUESTION_HAS_CHEMICAL
Q03023,C00823,QUESTION_HAS_CHEMICAL
Q03023,C00632,QUESTION_HAS_CHEMICAL
Q03023,C00745,QUESTION_HAS_CHEMICAL
Q03023,C00773,QUESTION_HAS_CHEMICAL
Q03023,C01453,QUESTION_HAS_CHEMICAL
Q03023,C01492,QUESTION_HAS_CHEMICAL
Q03023,C00234,QUESTION_HAS_CHEMICAL
Q03023,C01695,QUESTION_HAS_CHEMICAL
Q03023,C02171,QUESTION_HAS_CHEMICAL
Q03023,C01139,QUESTION_HAS_CHEMICAL
Q03023,C00135,QUESTION_HAS_CHEMICAL
Q03023,C01703,QUESTION_HAS_CHEMICAL
Q03023,C02217,QUESTION_HAS_CHEMICAL
Q03023,C00984,QUESTION_HAS_CHEMICAL
Q03023,C00502,QUESTION_HAS_CHEMICAL
Q03023,C01085,QUESTION_HAS_CHEMICAL
Q03026,C00953,QUESTION_HAS_CHEMICAL
Q03026,C00108,QUESTION_HAS_CHEMICAL
Q03026,C00288,QUESTION_HAS_CHEMICAL
Q03026,C00587,QUESTION_HAS_CHEMICAL
Q03031,C00182,QUESTION_HAS_CHEMICAL
Q03033,C02182,QUESTION_HAS_CHEMICAL
Q03033,C00391,QUESTION_HAS_CHEMICAL
Q03038,C01109,QUESTION_HAS_CHEMICAL
Q03049,C00852,QUESTION_HAS_CHEMICAL
Q03049,C01615,QUESTION_HAS_CHEMICAL
Q03051,C01085,QUESTION_HAS_CHEMICAL
Q03052,C01085,QUESTION_HAS_CHEMICAL
Q03053,C01673,QUESTION_HAS_CHEMICAL
Q03053,C01681,QUESTION_HAS_CHEMICAL
Q03053,C00576,QUESTION_HAS_CHEMICAL
Q03053,C01090,QUESTION_HAS_CHEMICAL
Q03053,C00472,QUESTION_HAS_CHEMICAL
Q03053,C00135,QUESTION_HAS_CHEMICAL
Q03053,C00547,QUESTION_HAS_CHEMICAL
Q03054,C01648,QUESTION_HAS_CHEMICAL
Q03054,C01085,QUESTION_HAS_CHEMICAL
Q03055,C01085,QUESTION_HAS_CHEMICAL
Q03055,C02212,QUESTION_HAS_CHEMICAL
Q03055,C00135,QUESTION_HAS_CHEMICAL
Q03055,C02175,QUESTION_HAS_CHEMICAL
Q03055,C01700,QUESTION_HAS_CHEMICAL
Q03063,C01397,QUESTION_HAS_CHEMICAL
Q03063,C00439,QUESTION_HAS_CHEMICAL
Q03064,C01397,QUESTION_HAS_CHEMICAL
Q03067,C01475,QUESTION_HAS_CHEMICAL
Q03068,C01643,QUESTION_HAS_CHEMICAL
Q03068,C01475,QUESTION_HAS_CHEMICAL
Q03068,C00038,QUESTION_HAS_CHEMICAL
Q03069,C02015,QUESTION_HAS_CHEMICAL
Q03070,C00730,QUESTION_HAS_CHEMICAL
Q03070,C00389,QUESTION_HAS_CHEMICAL
Q03083,C01998,QUESTION_HAS_CHEMICAL
Q03084,C01998,QUESTION_HAS_CHEMICAL
Q03086,C01598,QUESTION_HAS_CHEMICAL
Q03086,C01846,QUESTION_HAS_CHEMICAL
Q03086,C01848,QUESTION_HAS_CHEMICAL
Q03093,C00923,QUESTION_HAS_CHEMICAL
Q03099,C00208,QUESTION_HAS_CHEMICAL
Q03099,C02109,QUESTION_HAS_CHEMICAL
Q03100,C00208,QUESTION_HAS_CHEMICAL
Q03100,C00148,QUESTION_HAS_CHEMICAL
Q03101,C01415,QUESTION_HAS_CHEMICAL
Q03101,C00208,QUESTION_HAS_CHEMICAL
Q03101,C02109,QUESTION_HAS_CHEMICAL
Q03103,C00208,QUESTION_HAS_CHEMICAL
Q03104,C00747,QUESTION_HAS_CHEMICAL
Q03105,C00747,QUESTION_HAS_CHEMICAL
Q03114,C00289,QUESTION_HAS_CHEMICAL
Q03115,C00579,QUESTION_HAS_CHEMICAL
Q03115,C01614,QUESTION_HAS_CHEMICAL
Q03116,C00719,QUESTION_HAS_CHEMICAL
Q03119,C01144,QUESTION_HAS_CHEMICAL
Q03134,C00956,QUESTION_HAS_CHEMICAL
Q03138,C00105,QUESTION_HAS_CHEMICAL
Q03138,C00351,QUESTION_HAS_CHEMICAL
Q03138,C00391,QUESTION_HAS_CHEMICAL
Q03154,C01459,QUESTION_HAS_CHEMICAL
Q03156,C01423,QUESTION_HAS_CHEMICAL
Q03159,C01085,QUESTION_HAS_CHEMICAL
Q03160,C01085,QUESTION_HAS_CHEMICAL
Q03161,C00448,QUESTION_HAS_CHEMICAL
Q03161,C01085,QUESTION_HAS_CHEMICAL
Q03169,C00023,QUESTION_HAS_CHEMICAL
Q03169,C00182,QUESTION_HAS_CHEMICAL
Q03170,C00023,QUESTION_HAS_CHEMICAL
Q03171,C01981,QUESTION_HAS_CHEMICAL
Q03185,C00553,QUESTION_HAS_CHEMICAL
Q03187,C01001,QUESTION_HAS_CHEMICAL
Q03188,C00089,QUESTION_HAS_CHEMICAL
Q03189,C00646,QUESTION_HAS_CHEMICAL
Q03190,C00132,QUESTION_HAS_CHEMICAL
Q03190,C00646,QUESTION_HAS_CHEMICAL
Q03193,C02260,QUESTION_HAS_CHEMICAL
Q03193,C01136,QUESTION_HAS_CHEMICAL
Q03193,C02052,QUESTION_HAS_CHEMICAL
Q03193,C02133,QUESTION_HAS_CHEMICAL
Q03193,C02228,QUESTION_HAS_CHEMICAL
Q03193,C00423,QUESTION_HAS_CHEMICAL
Q03193,C01161,QUESTION_HAS_CHEMICAL
Q03196,C00110,QUESTION_HAS_CHEMICAL
Q03198,C00473,QUESTION_HAS_CHEMICAL
Q03198,C01775,QUESTION_HAS_CHEMICAL
Q03198,C01845,QUESTION_HAS_CHEMICAL
Q03198,C01847,QUESTION_HAS_CHEMICAL
Q03198,C01598,QUESTION_HAS_CHEMICAL
Q03198,C00391,QUESTION_HAS_CHEMICAL
Q03199,C00473,QUESTION_HAS_CHEMICAL
Q03199,C01644,QUESTION_HAS_CHEMICAL
Q03199,C01775,QUESTION_HAS_CHEMICAL
Q03199,C00148,QUESTION_HAS_CHEMICAL
Q03199,C01847,QUESTION_HAS_CHEMICAL
Q03199,C01598,QUESTION_HAS_CHEMICAL
Q03199,C00391,QUESTION_HAS_CHEMICAL
Q03200,C01598,QUESTION_HAS_CHEMICAL
Q03200,C01775,QUESTION_HAS_CHEMICAL
Q03200,C00391,QUESTION_HAS_CHEMICAL
Q03202,C00473,QUESTION_HAS_CHEMICAL
Q03202,C01099,QUESTION_HAS_CHEMICAL
Q03202,C01098,QUESTION_HAS_CHEMICAL
Q03202,C01598,QUESTION_HAS_CHEMICAL
Q03202,C00143,QUESTION_HAS_CHEMICAL
Q03203,C01598,QUESTION_HAS_CHEMICAL
Q03203,C01104,QUESTION_HAS_CHEMICAL
Q03203,C01061,QUESTION_HAS_CHEMICAL
Q03203,C01603,QUESTION_HAS_CHEMICAL
Q03206,C00079,QUESTION_HAS_CHEMICAL
Q03206,C00279,QUESTION_HAS_CHEMICAL
Q03216,C00391,QUESTION_HAS_CHEMICAL
Q03217,C01614,QUESTION_HAS_CHEMICAL
Q03217,C00579,QUESTION_HAS_CHEMICAL
Q03217,C01903,QUESTION_HAS_CHEMICAL
Q03217,C00032,QUESTION_HAS_CHEMICAL
Q03217,C01676,QUESTION_HAS_CHEMICAL
Q03217,C00950,QUESTION_HAS_CHEMICAL
Q03217,C00300,QUESTION_HAS_CHEMICAL
Q03221,C00135,QUESTION_HAS_CHEMICAL
Q03221,C00485,QUESTION_HAS_CHEMICAL
Q03222,C00485,QUESTION_HAS_CHEMICAL
Q03223,C00135,QUESTION_HAS_CHEMICAL
Q03223,C00278,QUESTION_HAS_CHEMICAL
Q03223,C00131,QUESTION_HAS_CHEMICAL
Q03224,C00325,QUESTION_HAS_CHEMICAL
Q03224,C02196,QUESTION_HAS_CHEMICAL
Q03224,C01282,QUESTION_HAS_CHEMICAL
Q03224,C01754,QUESTION_HAS_CHEMICAL
Q03224,C01792,QUESTION_HAS_CHEMICAL
Q03224,C01570,QUESTION_HAS_CHEMICAL
Q03224,C00135,QUESTION_HAS_CHEMICAL
Q03224,C00485,QUESTION_HAS_CHEMICAL
Q03228,C00709,QUESTION_HAS_CHEMICAL
Q03228,C01038,QUESTION_HAS_CHEMICAL
Q03228,C00506,QUESTION_HAS_CHEMICAL
Q03229,C00439,QUESTION_HAS_CHEMICAL
Q03240,C01627,QUESTION_HAS_CHEMICAL
Q03243,C01206,QUESTION_HAS_CHEMICAL
Q03246,C00564,QUESTION_HAS_CHEMICAL
Q03253,C01535,QUESTION_HAS_CHEMICAL
Q03256,C00344,QUESTION_HAS_CHEMICAL
Q03257,C00553,QUESTION_HAS_CHEMICAL
Q03259,C00391,QUESTION_HAS_CHEMICAL
Q03259,C02182,QUESTION_HAS_CHEMICAL
Q03259,C00344,QUESTION_HAS_CHEMICAL
Q03260,C01156,QUESTION_HAS_CHEMICAL
Q03274,C00422,QUESTION_HAS_CHEMICAL
Q03274,C01285,QUESTION_HAS_CHEMICAL
Q03274,C02134,QUESTION_HAS_CHEMICAL
Q03274,C01315,QUESTION_HAS_CHEMICAL
Q03275,C01831,QUESTION_HAS_CHEMICAL
Q03277,C01303,QUESTION_HAS_CHEMICAL
Q03279,C01303,QUESTION_HAS_CHEMICAL
Q03281,C00978,QUESTION_HAS_CHEMICAL
Q03281,C01833,QUESTION_HAS_CHEMICAL
Q03283,C01423,QUESTION_HAS_CHEMICAL
Q03294,C02119,QUESTION_HAS_CHEMICAL
Q03294,C00097,QUESTION_HAS_CHEMICAL
Q03295,C02099,QUESTION_HAS_CHEMICAL
Q03295,C00194,QUESTION_HAS_CHEMICAL
Q03297,C00565,QUESTION_HAS_CHEMICAL
Q03298,C00163,QUESTION_HAS_CHEMICAL
Q03298,C01128,QUESTION_HAS_CHEMICAL
Q03305,C00143,QUESTION_HAS_CHEMICAL
Q03305,C00148,QUESTION_HAS_CHEMICAL
Q03310,C00015,QUESTION_HAS_CHEMICAL
Q03310,C01998,QUESTION_HAS_CHEMICAL
Q03311,C00015,QUESTION_HAS_CHEMICAL
Q03313,C01656,QUESTION_HAS_CHEMICAL
Q03314,C01799,QUESTION_HAS_CHEMICAL
Q03314,C00391,QUESTION_HAS_CHEMICAL
Q03315,C00378,QUESTION_HAS_CHEMICAL
Q03315,C00564,QUESTION_HAS_CHEMICAL
Q03316,C00599,QUESTION_HAS_CHEMICAL
Q03316,C00391,QUESTION_HAS_CHEMICAL
Q03325,C01423,QUESTION_HAS_CHEMICAL
Q03329,C00626,QUESTION_HAS_CHEMICAL
Q03331,C01688,QUESTION_HAS_CHEMICAL
Q03332,C01128,QUESTION_HAS_CHEMICAL
Q03332,C01688,QUESTION_HAS_CHEMICAL
Q03333,C01688,QUESTION_HAS_CHEMICAL
Q03341,C00927,QUESTION_HAS_CHEMICAL
Q03341,C00926,QUESTION_HAS_CHEMICAL
Q03342,C00929,QUESTION_HAS_CHEMICAL
Q03342,C00282,QUESTION_HAS_CHEMICAL
Q03351,C01620,QUESTION_HAS_CHEMICAL
Q03352,C01620,QUESTION_HAS_CHEMICAL
Q03375,C00600,QUESTION_HAS_CHEMICAL
